Strategy,Ticker,Sharpe,Return,Value_s,Value_e,SLVL_mean,Stop count
B&H,LRCX,0.4030719315036227,30.38674790290421,7031.3275146484375,9167.919280752198,,0
FixedSL_0.10,LRCX,0.49932151135787334,49.26334679611606,7031.3275146484375,10495.194772560426,0.1,35
TrailingSL_0.10,LRCX,0.32771545488201465,18.70442636744618,7031.3275146484375,8346.496992279837,0.1,258
FixedSL_0.30,LRCX,0.41895097915361995,34.58300396173921,7031.3275146484375,9462.971787602166,0.30000000000000004,36
TrailingSL_0.30,LRCX,1.0284195712136446,72.23098190365282,7031.3275146484375,12110.124419340713,0.30000000000000004,248
FixedSL_0.50,LRCX,0.40016895765697785,30.98659625056419,7031.3275146484375,9210.096582667378,0.5000000000000001,29
TrailingSL_0.50,LRCX,1.8012878008524358,114.8991914085673,7031.3275146484375,15110.265974267602,0.5000000000000001,235
FixedSL_0.70,LRCX,0.4608543637330896,42.56285307598038,7031.3275146484375,10024.061113999234,0.7000000000000001,26
TrailingSL_0.70,LRCX,0.8542405009781919,91.73285065642645,7031.3275146484375,13481.36468282511,0.7000000000000001,222
FixedSL_0.90,LRCX,0.44060676718179104,38.929357174415436,7031.3275146484375,9768.578116928875,0.9000000000000001,26
TrailingSL_0.90,LRCX,0.4330279216450175,30.59133541200214,7031.3275146484375,9182.304498570935,0.9000000000000001,209
FixedSL_1.10,LRCX,0.4190288393674862,34.96949160859097,7031.3275146484375,9490.146999855971,1.1000000000000003,26
TrailingSL_1.10,LRCX,0.808747602059003,68.60070611331597,7031.3275146484375,11854.867838837135,1.1000000000000003,194
FixedSL_1.30,LRCX,0.39739757037813506,29.843761451607055,7031.3275146484375,9129.740125001328,1.3000000000000003,24
